Day,District,timeSlot,level1,level2,level3,level4
24,32,110,,,,
24,32,111,,,,
24,32,112,,,,
24,32,113,,,,
24,32,114,,,,
24,32,115,191.0,24.0,7.0,1.0
24,32,116,195.0,24.0,10.0,1.0
24,32,117,178.0,21.0,3.0,3.0
24,32,118,,,,
24,32,119,,,,
24,32,120,,,,
24,32,121,,,,
24,32,122,,,,
24,32,123,,,,
24,32,124,,,,
24,32,125,,,,
24,32,126,,,,
24,32,127,129.0,12.0,0.0,1.0
24,32,128,125.0,10.0,4.0,3.0
24,32,129,114.0,22.0,4.0,1.0
24,32,130,,,,
24,32,131,,,,
24,32,132,,,,
24,32,133,,,,
24,32,134,,,,
24,32,135,,,,
24,32,136,,,,
24,32,137,,,,
24,32,138,,,,
24,32,139,102.0,5.0,0.0,0.0
24,32,140,103.0,5.0,1.0,0.0
24,32,141,103.0,6.0,5.0,0.0
24,32,142,,,,
24,32,143,,,,
24,32,144,,,,
24,33,1,,,,
24,33,2,,,,
24,33,3,,,,
24,33,4,,,,
24,33,5,,,,
24,33,6,,,,
24,33,7,,,,
24,33,8,,,,
24,33,9,,,,
24,33,10,,,,
24,33,11,,,,
24,33,12,,,,
24,33,13,,,,
24,33,14,,,,
24,33,15,,,,
24,33,16,,,,
24,33,17,,,,
24,33,18,,,,
24,33,19,,,,
24,33,20,,,,
24,33,21,,,,
24,33,22,,,,
24,33,23,,,,
24,33,24,,,,
24,33,25,,,,
24,33,26,,,,
24,33,27,,,,
24,33,28,,,,
24,33,29,,,,
24,33,30,,,,
24,33,31,,,,
24,33,32,,,,
24,33,33,,,,
24,33,34,,,,
24,33,35,,,,
24,33,36,,,,
24,33,37,,,,
24,33,38,,,,
24,33,39,,,,
24,33,40,,,,
24,33,41,,,,
24,33,42,,,,
24,33,43,,,,
24,33,44,,,,
24,33,45,,,,
24,33,46,,,,
24,33,47,,,,
24,33,48,,,,
24,33,49,,,,
24,33,50,,,,
24,33,51,,,,
24,33,52,,,,
24,33,53,,,,
24,33,54,,,,
24,33,55,257.0,64.0,14.0,12.0
24,33,56,233.0,52.0,9.0,7.0
24,33,57,248.0,37.0,14.0,14.0
24,33,58,,,,
24,33,59,,,,
24,33,60,,,,
24,33,61,,,,
24,33,62,,,,
24,33,63,,,,
24,33,64,,,,
24,33,65,,,,
24,33,66,,,,
24,33,67,258.0,73.0,20.0,5.0
24,33,68,173.0,41.0,12.0,11.0
24,33,69,217.0,67.0,29.0,9.0
24,33,70,,,,
24,33,71,,,,
24,33,72,,,,
24,33,73,,,,
24,33,74,,,,
24,33,75,,,,
24,33,76,,,,
24,33,77,,,,
24,33,78,,,,
24,33,79,198.0,84.0,28.0,19.0
24,33,80,254.0,87.0,31.0,9.0
24,33,81,229.0,81.0,30.0,7.0
24,33,82,,,,
24,33,83,,,,
24,33,84,,,,
24,33,85,,,,
24,33,86,,,,
24,33,87,,,,
24,33,88,,,,
24,33,89,,,,
24,33,90,,,,
24,33,91,221.0,74.0,20.0,14.0
24,33,92,224.0,64.0,20.0,8.0
24,33,93,226.0,53.0,26.0,21.0
24,33,94,,,,
24,33,95,,,,
24,33,96,,,,
24,33,97,,,,
24,33,98,,,,
24,33,99,,,,
24,33,100,,,,
24,33,101,,,,
24,33,102,,,,
24,33,103,259.0,85.0,29.0,18.0
24,33,104,252.0,90.0,18.0,10.0
24,33,105,256.0,83.0,23.0,8.0
24,33,106,,,,
24,33,107,,,,
24,33,108,,,,
24,33,109,,,,
24,33,110,,,,
24,33,111,,,,
24,33,112,,,,
24,33,113,,,,
24,33,114,,,,
24,33,115,281.0,59.0,15.0,2.0
24,33,116,274.0,55.0,11.0,9.0
24,33,117,299.0,75.0,15.0,4.0
24,33,118,,,,
24,33,119,,,,
24,33,120,,,,
24,33,121,,,,
24,33,122,,,,
24,33,123,,,,
24,33,124,,,,
24,33,125,,,,
24,33,126,,,,
24,33,127,252.0,58.0,7.0,29.0
24,33,128,263.0,55.0,10.0,19.0
24,33,129,260.0,69.0,9.0,11.0
24,33,130,,,,
24,33,131,,,,
24,33,132,,,,
24,33,133,,,,
24,33,134,,,,
24,33,135,,,,
24,33,136,,,,
24,33,137,,,,
24,33,138,,,,
24,33,139,285.0,33.0,5.0,3.0
24,33,140,217.0,57.0,15.0,5.0
24,33,141,181.0,44.0,7.0,5.0
24,33,142,,,,
24,33,143,,,,
24,33,144,,,,
24,34,1,,,,
24,34,2,,,,
24,34,3,,,,
24,34,4,,,,
24,34,5,,,,
24,34,6,,,,
24,34,7,,,,
24,34,8,,,,
24,34,9,,,,
24,34,10,,,,
24,34,11,,,,
24,34,12,,,,
24,34,13,,,,
24,34,14,,,,
24,34,15,,,,
24,34,16,,,,
24,34,17,,,,
24,34,18,,,,
24,34,19,,,,
24,34,20,,,,
24,34,21,,,,
24,34,22,,,,
24,34,23,,,,
24,34,24,,,,
24,34,25,,,,
24,34,26,,,,
24,34,27,,,,
24,34,28,,,,
24,34,29,,,,
24,34,30,,,,
24,34,31,,,,
24,34,32,,,,
24,34,33,,,,
24,34,34,,,,
24,34,35,,,,
24,34,36,,,,
24,34,37,,,,
24,34,38,,,,
24,34,39,,,,
24,34,40,,,,
24,34,41,,,,
24,34,42,,,,
24,34,43,,,,
24,34,44,,,,
24,34,45,,,,
24,34,46,,,,
24,34,47,,,,
24,34,48,,,,
24,34,49,,,,
24,34,50,,,,
24,34,51,,,,
24,34,52,,,,
24,34,53,,,,
24,34,54,,,,
24,34,55,244.0,42.0,12.0,12.0
24,34,56,305.0,48.0,21.0,8.0
24,34,57,263.0,74.0,24.0,7.0
24,34,58,,,,
24,34,59,,,,
24,34,60,,,,
24,34,61,,,,
24,34,62,,,,
24,34,63,,,,
24,34,64,,,,
24,34,65,,,,
24,34,66,,,,
24,34,67,263.0,43.0,20.0,7.0
24,34,68,242.0,50.0,17.0,8.0
24,34,69,248.0,46.0,11.0,9.0
24,34,70,,,,
24,34,71,,,,
24,34,72,,,,
24,34,73,,,,
24,34,74,,,,
24,34,75,,,,
24,34,76,,,,
24,34,77,,,,
24,34,78,,,,
24,34,79,219.0,40.0,15.0,3.0
24,34,80,267.0,38.0,11.0,3.0
24,34,81,221.0,37.0,12.0,9.0
24,34,82,,,,
24,34,83,,,,
24,34,84,,,,
24,34,85,,,,
24,34,86,,,,
24,34,87,,,,
24,34,88,,,,
24,34,89,,,,
24,34,90,,,,
24,34,91,277.0,62.0,15.0,11.0
24,34,92,272.0,44.0,13.0,11.0
24,34,93,269.0,33.0,13.0,9.0
24,34,94,,,,
24,34,95,,,,
24,34,96,,,,
24,34,97,,,,
24,34,98,,,,
24,34,99,,,,
24,34,100,,,,
24,34,101,,,,
24,34,102,,,,
24,34,103,270.0,64.0,27.0,7.0
24,34,104,275.0,53.0,12.0,8.0
24,34,105,288.0,78.0,22.0,18.0
24,34,106,,,,
24,34,107,,,,
24,34,108,,,,
24,34,109,,,,
24,34,110,,,,
24,34,111,,,,
24,34,112,,,,
24,34,113,,,,
24,34,114,,,,
24,34,115,272.0,44.0,15.0,6.0
24,34,116,256.0,56.0,12.0,2.0
24,34,117,274.0,49.0,10.0,6.0
24,34,118,,,,
24,34,119,,,,
24,34,120,,,,
24,34,121,,,,
24,34,122,,,,
24,34,123,,,,
24,34,124,,,,
24,34,125,,,,
24,34,126,,,,
24,34,127,246.0,47.0,10.0,5.0
24,34,128,206.0,48.0,6.0,7.0
24,34,129,247.0,36.0,7.0,2.0
24,34,130,,,,
24,34,131,,,,
24,34,132,,,,
24,34,133,,,,
24,34,134,,,,
24,34,135,,,,
24,34,136,,,,
24,34,137,,,,
24,34,138,,,,
24,34,139,260.0,35.0,22.0,2.0
24,34,140,213.0,23.0,8.0,0.0
24,34,141,179.0,34.0,10.0,2.0
24,34,142,,,,
24,34,143,,,,
24,34,144,,,,
24,35,1,,,,
24,35,2,,,,
24,35,3,,,,
24,35,4,,,,
24,35,5,,,,
24,35,6,,,,
24,35,7,,,,
24,35,8,,,,
24,35,9,,,,
24,35,10,,,,
24,35,11,,,,
24,35,12,,,,
24,35,13,,,,
24,35,14,,,,
24,35,15,,,,
24,35,16,,,,
24,35,17,,,,
24,35,18,,,,
24,35,19,,,,
24,35,20,,,,
24,35,21,,,,
24,35,22,,,,
24,35,23,,,,
24,35,24,,,,
24,35,25,,,,
24,35,26,,,,
24,35,27,,,,
24,35,28,,,,
24,35,29,,,,
24,35,30,,,,
24,35,31,,,,
24,35,32,,,,
24,35,33,,,,
24,35,34,,,,
24,35,35,,,,
24,35,36,,,,
24,35,37,,,,
24,35,38,,,,
24,35,39,,,,
24,35,40,,,,
24,35,41,,,,
24,35,42,,,,
24,35,43,,,,
24,35,44,,,,
24,35,45,,,,
24,35,46,,,,
24,35,47,,,,
24,35,48,,,,
24,35,49,,,,
24,35,50,,,,
24,35,51,,,,
24,35,52,,,,
24,35,53,,,,
24,35,54,,,,
24,35,55,284.0,65.0,11.0,1.0
24,35,56,292.0,26.0,16.0,4.0
24,35,57,315.0,49.0,8.0,4.0
24,35,58,,,,
24,35,59,,,,
24,35,60,,,,
24,35,61,,,,
24,35,62,,,,
24,35,63,,,,
24,35,64,,,,
24,35,65,,,,
24,35,66,,,,
24,35,67,277.0,35.0,5.0,12.0
24,35,68,240.0,53.0,7.0,7.0
24,35,69,289.0,33.0,7.0,5.0
24,35,70,,,,
24,35,71,,,,
24,35,72,,,,
24,35,73,,,,
24,35,74,,,,
24,35,75,,,,
24,35,76,,,,
24,35,77,,,,
24,35,78,,,,
24,35,79,250.0,50.0,15.0,3.0
24,35,80,254.0,50.0,5.0,4.0
24,35,81,291.0,25.0,13.0,6.0
24,35,82,,,,
24,35,83,,,,
24,35,84,,,,
24,35,85,,,,
24,35,86,,,,
24,35,87,,,,
24,35,88,,,,
24,35,89,,,,
24,35,90,,,,
24,35,91,237.0,41.0,17.0,4.0
24,35,92,224.0,39.0,16.0,9.0
24,35,93,258.0,59.0,11.0,1.0
24,35,94,,,,
24,35,95,,,,
24,35,96,,,,
24,35,97,,,,
24,35,98,,,,
24,35,99,,,,
24,35,100,,,,
24,35,101,,,,
24,35,102,,,,
24,35,103,309.0,59.0,11.0,8.0
24,35,104,332.0,72.0,29.0,8.0
24,35,105,350.0,59.0,13.0,8.0
24,35,106,,,,
24,35,107,,,,
24,35,108,,,,
24,35,109,,,,
24,35,110,,,,
24,35,111,,,,
24,35,112,,,,
24,35,113,,,,
24,35,114,,,,
24,35,115,295.0,52.0,11.0,4.0
24,35,116,313.0,29.0,6.0,3.0
24,35,117,292.0,49.0,7.0,7.0
24,35,118,,,,
24,35,119,,,,
24,35,120,,,,
24,35,121,,,,
24,35,122,,,,
24,35,123,,,,
24,35,124,,,,
24,35,125,,,,
24,35,126,,,,
24,35,127,310.0,25.0,5.0,3.0
24,35,128,248.0,42.0,5.0,8.0
24,35,129,242.0,42.0,6.0,5.0
24,35,130,,,,
24,35,131,,,,
24,35,132,,,,
24,35,133,,,,
24,35,134,,,,
24,35,135,,,,
24,35,136,,,,
24,35,137,,,,
24,35,138,,,,
24,35,139,195.0,24.0,2.0,2.0
24,35,140,184.0,18.0,6.0,6.0
24,35,141,225.0,25.0,3.0,1.0
24,35,142,,,,
24,35,143,,,,
24,35,144,,,,
24,36,1,,,,
24,36,2,,,,
24,36,3,,,,
24,36,4,,,,
24,36,5,,,,
24,36,6,,,,
24,36,7,,,,
24,36,8,,,,
24,36,9,,,,
24,36,10,,,,
24,36,11,,,,
24,36,12,,,,
24,36,13,,,,
24,36,14,,,,
24,36,15,,,,
24,36,16,,,,
24,36,17,,,,
24,36,18,,,,
24,36,19,,,,
24,36,20,,,,
24,36,21,,,,
24,36,22,,,,
24,36,23,,,,
24,36,24,,,,
24,36,25,,,,
24,36,26,,,,
24,36,27,,,,
24,36,28,,,,
24,36,29,,,,
24,36,30,,,,
24,36,31,,,,
24,36,32,,,,
24,36,33,,,,
24,36,34,,,,
24,36,35,,,,
24,36,36,,,,
24,36,37,,,,
24,36,38,,,,
24,36,39,,,,
24,36,40,,,,
24,36,41,,,,
24,36,42,,,,
24,36,43,,,,
24,36,44,,,,
24,36,45,,,,
24,36,46,,,,
24,36,47,,,,
24,36,48,,,,
24,36,49,,,,
24,36,50,,,,
24,36,51,,,,
24,36,52,,,,
24,36,53,,,,
24,36,54,,,,
24,36,55,355.0,41.0,13.0,10.0
24,36,56,329.0,50.0,7.0,13.0
24,36,57,377.0,27.0,9.0,8.0
24,36,58,,,,
24,36,59,,,,
24,36,60,,,,
24,36,61,,,,
24,36,62,,,,
24,36,63,,,,
24,36,64,,,,
24,36,65,,,,
24,36,66,,,,
24,36,67,342.0,40.0,12.0,15.0
24,36,68,343.0,38.0,16.0,16.0
24,36,69,364.0,52.0,13.0,15.0
24,36,70,,,,
24,36,71,,,,
24,36,72,,,,
24,36,73,,,,
24,36,74,,,,
24,36,75,,,,
24,36,76,,,,
24,36,77,,,,
24,36,78,,,,
24,36,79,344.0,35.0,8.0,6.0
24,36,80,399.0,38.0,10.0,4.0
24,36,81,337.0,29.0,5.0,7.0
24,36,82,,,,
24,36,83,,,,
24,36,84,,,,
24,36,85,,,,
24,36,86,,,,
24,36,87,,,,
24,36,88,,,,
24,36,89,,,,
24,36,90,,,,
24,36,91,401.0,34.0,14.0,16.0
24,36,92,395.0,36.0,26.0,16.0
24,36,93,387.0,43.0,15.0,13.0
24,36,94,,,,
24,36,95,,,,
24,36,96,,,,
24,36,97,,,,
24,36,98,,,,
24,36,99,,,,
24,36,100,,,,
24,36,101,,,,
24,36,102,,,,
24,36,103,396.0,44.0,12.0,8.0
24,36,104,388.0,45.0,28.0,13.0
24,36,105,392.0,45.0,16.0,14.0
24,36,106,,,,
24,36,107,,,,
24,36,108,,,,
24,36,109,,,,
24,36,110,,,,
24,36,111,,,,
24,36,112,,,,
24,36,113,,,,
24,36,114,,,,
24,36,115,382.0,43.0,12.0,9.0
24,36,116,379.0,44.0,12.0,4.0
24,36,117,388.0,55.0,11.0,14.0
24,36,118,,,,
24,36,119,,,,
24,36,120,,,,
24,36,121,,,,
24,36,122,,,,
24,36,123,,,,
24,36,124,,,,
24,36,125,,,,
24,36,126,,,,
24,36,127,328.0,48.0,13.0,17.0
24,36,128,335.0,48.0,18.0,12.0
24,36,129,352.0,41.0,13.0,14.0
24,36,130,,,,
24,36,131,,,,
24,36,132,,,,
24,36,133,,,,
24,36,134,,,,
24,36,135,,,,
24,36,136,,,,
24,36,137,,,,
24,36,138,,,,
24,36,139,261.0,32.0,12.0,10.0
24,36,140,237.0,37.0,12.0,4.0
24,36,141,225.0,30.0,5.0,7.0
24,36,142,,,,
24,36,143,,,,
24,36,144,,,,
24,37,1,,,,
24,37,2,,,,
24,37,3,,,,
24,37,4,,,,
24,37,5,,,,
24,37,6,,,,
24,37,7,,,,
24,37,8,,,,
24,37,9,,,,
24,37,10,,,,
24,37,11,,,,
24,37,12,,,,
24,37,13,,,,
24,37,14,,,,
24,37,15,,,,
24,37,16,,,,
24,37,17,,,,
24,37,18,,,,
24,37,19,,,,
24,37,20,,,,
24,37,21,,,,
24,37,22,,,,
24,37,23,,,,
24,37,24,,,,
24,37,25,,,,
24,37,26,,,,
24,37,27,,,,
24,37,28,,,,
24,37,29,,,,
24,37,30,,,,
24,37,31,,,,
24,37,32,,,,
24,37,33,,,,
24,37,34,,,,
24,37,35,,,,
24,37,36,,,,
24,37,37,,,,
24,37,38,,,,
24,37,39,,,,
24,37,40,,,,
24,37,41,,,,
24,37,42,,,,
24,37,43,,,,
24,37,44,,,,
24,37,45,,,,
24,37,46,,,,
24,37,47,,,,
24,37,48,,,,
24,37,49,,,,
24,37,50,,,,
24,37,51,,,,
24,37,52,,,,
24,37,53,,,,
24,37,54,,,,
24,37,55,1780.0,284.0,89.0,69.0
24,37,56,1740.0,272.0,87.0,56.0
24,37,57,1730.0,251.0,89.0,52.0
24,37,58,,,,
24,37,59,,,,
24,37,60,,,,
24,37,61,,,,
24,37,62,,,,
24,37,63,,,,
24,37,64,,,,
24,37,65,,,,
24,37,66,,,,
24,37,67,1683.0,321.0,116.0,81.0
24,37,68,1642.0,285.0,97.0,91.0
24,37,69,1691.0,260.0,96.0,74.0
24,37,70,,,,
24,37,71,,,,
24,37,72,,,,
24,37,73,,,,
24,37,74,,,,
24,37,75,,,,
24,37,76,,,,
24,37,77,,,,
24,37,78,,,,
24,37,79,1752.0,345.0,129.0,80.0
24,37,80,1769.0,324.0,112.0,88.0
24,37,81,1696.0,412.0,94.0,85.0
24,37,82,,,,
24,37,83,,,,
24,37,84,,,,
24,37,85,,,,
24,37,86,,,,
24,37,87,,,,
24,37,88,,,,
24,37,89,,,,
24,37,90,,,,
24,37,91,1581.0,352.0,111.0,75.0
24,37,92,1715.0,365.0,145.0,75.0
24,37,93,1697.0,398.0,128.0,75.0
24,37,94,,,,
24,37,95,,,,
24,37,96,,,,
24,37,97,,,,
24,37,98,,,,
24,37,99,,,,
24,37,100,,,,
24,37,101,,,,
24,37,102,,,,
24,37,103,1754.0,414.0,153.0,95.0
24,37,104,1819.0,411.0,139.0,109.0
24,37,105,1841.0,389.0,136.0,88.0
24,37,106,,,,
24,37,107,,,,
24,37,108,,,,
24,37,109,,,,
24,37,110,,,,
24,37,111,,,,
24,37,112,,,,
24,37,113,,,,
24,37,114,,,,
24,37,115,1755.0,366.0,130.0,70.0
24,37,116,1750.0,391.0,109.0,70.0
24,37,117,1771.0,375.0,96.0,76.0
24,37,118,,,,
24,37,119,,,,
24,37,120,,,,
24,37,121,,,,
24,37,122,,,,
24,37,123,,,,
24,37,124,,,,
24,37,125,,,,
24,37,126,,,,
24,37,127,1751.0,293.0,112.0,57.0
24,37,128,1680.0,335.0,106.0,68.0
24,37,129,1798.0,322.0,110.0,60.0
24,37,130,,,,
24,37,131,,,,
24,37,132,,,,
24,37,133,,,,
24,37,134,,,,
24,37,135,,,,
24,37,136,,,,
24,37,137,,,,
24,37,138,,,,
24,37,139,1787.0,240.0,82.0,67.0
24,37,140,1609.0,214.0,74.0,67.0
24,37,141,1509.0,208.0,73.0,45.0
24,37,142,,,,
24,37,143,,,,
24,37,144,,,,
24,38,1,,,,
24,38,2,,,,
24,38,3,,,,
24,38,4,,,,
24,38,5,,,,
24,38,6,,,,
24,38,7,,,,
24,38,8,,,,
24,38,9,,,,
24,38,10,,,,
24,38,11,,,,
24,38,12,,,,
24,38,13,,,,
24,38,14,,,,
24,38,15,,,,
24,38,16,,,,
24,38,17,,,,
24,38,18,,,,
24,38,19,,,,
24,38,20,,,,
24,38,21,,,,
24,38,22,,,,
24,38,23,,,,
24,38,24,,,,
24,38,25,,,,
24,38,26,,,,
24,38,27,,,,
24,38,28,,,,
24,38,29,,,,
24,38,30,,,,
24,38,31,,,,
24,38,32,,,,
24,38,33,,,,
24,38,34,,,,
24,38,35,,,,
24,38,36,,,,
24,38,37,,,,
24,38,38,,,,
24,38,39,,,,
24,38,40,,,,
24,38,41,,,,
24,38,42,,,,
24,38,43,,,,
24,38,44,,,,
24,38,45,,,,
24,38,46,,,,
24,38,47,,,,
24,38,48,,,,
24,38,49,,,,
24,38,50,,,,
24,38,51,,,,
24,38,52,,,,
24,38,53,,,,
24,38,54,,,,
24,38,55,374.0,62.0,27.0,7.0
24,38,56,309.0,67.0,18.0,19.0
24,38,57,366.0,75.0,14.0,9.0
24,38,58,,,,
24,38,59,,,,
24,38,60,,,,
24,38,61,,,,
24,38,62,,,,
24,38,63,,,,
24,38,64,,,,
24,38,65,,,,
24,38,66,,,,
24,38,67,338.0,85.0,20.0,14.0
24,38,68,379.0,95.0,14.0,15.0
24,38,69,377.0,70.0,21.0,16.0
24,38,70,,,,
24,38,71,,,,
24,38,72,,,,
24,38,73,,,,
24,38,74,,,,
24,38,75,,,,
24,38,76,,,,
24,38,77,,,,
24,38,78,,,,
24,38,79,389.0,109.0,26.0,11.0
24,38,80,421.0,116.0,31.0,11.0
24,38,81,437.0,102.0,16.0,17.0
24,38,82,,,,
24,38,83,,,,
24,38,84,,,,
24,38,85,,,,
24,38,86,,,,
24,38,87,,,,
24,38,88,,,,
24,38,89,,,,
24,38,90,,,,
24,38,91,438.0,118.0,42.0,13.0
24,38,92,406.0,110.0,39.0,29.0
24,38,93,413.0,114.0,30.0,28.0
24,38,94,,,,
24,38,95,,,,
24,38,96,,,,
24,38,97,,,,
24,38,98,,,,
24,38,99,,,,
24,38,100,,,,
24,38,101,,,,
24,38,102,,,,
24,38,103,458.0,98.0,39.0,13.0
24,38,104,447.0,124.0,50.0,28.0
24,38,105,456.0,126.0,29.0,17.0
24,38,106,,,,
24,38,107,,,,
24,38,108,,,,
24,38,109,,,,
24,38,110,,,,
24,38,111,,,,
24,38,112,,,,
24,38,113,,,,
24,38,114,,,,
24,38,115,381.0,95.0,45.0,22.0
24,38,116,424.0,100.0,35.0,25.0
24,38,117,404.0,104.0,39.0,32.0
24,38,118,,,,
24,38,119,,,,
24,38,120,,,,
24,38,121,,,,
24,38,122,,,,
24,38,123,,,,
24,38,124,,,,
24,38,125,,,,
24,38,126,,,,
24,38,127,367.0,84.0,36.0,6.0
24,38,128,385.0,64.0,43.0,14.0
24,38,129,389.0,97.0,22.0,29.0
24,38,130,,,,
24,38,131,,,,
24,38,132,,,,
24,38,133,,,,
24,38,134,,,,
24,38,135,,,,
24,38,136,,,,
24,38,137,,,,
24,38,138,,,,
24,38,139,370.0,73.0,27.0,17.0
24,38,140,348.0,61.0,14.0,13.0
24,38,141,370.0,66.0,15.0,14.0
24,38,142,,,,
24,38,143,,,,
24,38,144,,,,
24,39,1,,,,
24,39,2,,,,
24,39,3,,,,
24,39,4,,,,
24,39,5,,,,
24,39,6,,,,
24,39,7,,,,
24,39,8,,,,
24,39,9,,,,
24,39,10,,,,
24,39,11,,,,
24,39,12,,,,
24,39,13,,,,
24,39,14,,,,
24,39,15,,,,
24,39,16,,,,
24,39,17,,,,
24,39,18,,,,
24,39,19,,,,
24,39,20,,,,
24,39,21,,,,
24,39,22,,,,
24,39,23,,,,
24,39,24,,,,
24,39,25,,,,
24,39,26,,,,
24,39,27,,,,
24,39,28,,,,
24,39,29,,,,
24,39,30,,,,
24,39,31,,,,
24,39,32,,,,
24,39,33,,,,
24,39,34,,,,
24,39,35,,,,
24,39,36,,,,
24,39,37,,,,
24,39,38,,,,
24,39,39,,,,
24,39,40,,,,
24,39,41,,,,
24,39,42,,,,
24,39,43,,,,
24,39,44,,,,
24,39,45,,,,
24,39,46,,,,
24,39,47,,,,
24,39,48,,,,
24,39,49,,,,
24,39,50,,,,
24,39,51,,,,
24,39,52,,,,
24,39,53,,,,
24,39,54,,,,
24,39,55,129.0,18.0,4.0,7.0
24,39,56,186.0,17.0,4.0,3.0
24,39,57,79.0,15.0,7.0,5.0
24,39,58,,,,
24,39,59,,,,
24,39,60,,,,
24,39,61,,,,
24,39,62,,,,
24,39,63,,,,
24,39,64,,,,
24,39,65,,,,
24,39,66,,,,
24,39,67,187.0,16.0,3.0,1.0
24,39,68,132.0,21.0,2.0,2.0
24,39,69,111.0,19.0,7.0,6.0
24,39,70,,,,
24,39,71,,,,
24,39,72,,,,
24,39,73,,,,
24,39,74,,,,
24,39,75,,,,
24,39,76,,,,
24,39,77,,,,
24,39,78,,,,
24,39,79,157.0,22.0,0.0,2.0
24,39,80,181.0,32.0,8.0,3.0
24,39,81,164.0,20.0,3.0,2.0
24,39,82,,,,
24,39,83,,,,
24,39,84,,,,
24,39,85,,,,
24,39,86,,,,
24,39,87,,,,
24,39,88,,,,
24,39,89,,,,
24,39,90,,,,
24,39,91,132.0,14.0,11.0,3.0
24,39,92,83.0,16.0,7.0,2.0
24,39,93,145.0,22.0,7.0,2.0
24,39,94,,,,
24,39,95,,,,
24,39,96,,,,
24,39,97,,,,
24,39,98,,,,
24,39,99,,,,
24,39,100,,,,
24,39,101,,,,
24,39,102,,,,
24,39,103,192.0,35.0,7.0,1.0
24,39,104,198.0,24.0,7.0,11.0
24,39,105,197.0,33.0,12.0,7.0
24,39,106,,,,
24,39,107,,,,
24,39,108,,,,
24,39,109,,,,
24,39,110,,,,
24,39,111,,,,
24,39,112,,,,
24,39,113,,,,
24,39,114,,,,
24,39,115,143.0,6.0,12.0,2.0
24,39,116,105.0,11.0,9.0,7.0
24,39,117,98.0,18.0,14.0,6.0
24,39,118,,,,
24,39,119,,,,
24,39,120,,,,
24,39,121,,,,
24,39,122,,,,
24,39,123,,,,
24,39,124,,,,
24,39,125,,,,
24,39,126,,,,
24,39,127,143.0,19.0,6.0,4.0
24,39,128,103.0,20.0,5.0,2.0
24,39,129,169.0,7.0,2.0,3.0
24,39,130,,,,
24,39,131,,,,
24,39,132,,,,
24,39,133,,,,
24,39,134,,,,
24,39,135,,,,
24,39,136,,,,
24,39,137,,,,
24,39,138,,,,
24,39,139,116.0,12.0,5.0,0.0
24,39,140,140.0,10.0,5.0,2.0
24,39,141,99.0,17.0,5.0,1.0
24,39,142,,,,
24,39,143,,,,
24,39,144,,,,
24,40,1,,,,
24,40,2,,,,
24,40,3,,,,
24,40,4,,,,
24,40,5,,,,
24,40,6,,,,
24,40,7,,,,
24,40,8,,,,
24,40,9,,,,
24,40,10,,,,
24,40,11,,,,
24,40,12,,,,
24,40,13,,,,
24,40,14,,,,
24,40,15,,,,
24,40,16,,,,
24,40,17,,,,
24,40,18,,,,
24,40,19,,,,
24,40,20,,,,
24,40,21,,,,
24,40,22,,,,
24,40,23,,,,
24,40,24,,,,
24,40,25,,,,
24,40,26,,,,
24,40,27,,,,
24,40,28,,,,
24,40,29,,,,
24,40,30,,,,
24,40,31,,,,
24,40,32,,,,
24,40,33,,,,
24,40,34,,,,
24,40,35,,,,
24,40,36,,,,
24,40,37,,,,
24,40,38,,,,
24,40,39,,,,
24,40,40,,,,
24,40,41,,,,
24,40,42,,,,
24,40,43,,,,
24,40,44,,,,
24,40,45,,,,
24,40,46,,,,
24,40,47,,,,
24,40,48,,,,
24,40,49,,,,
24,40,50,,,,
24,40,51,,,,
24,40,52,,,,
24,40,53,,,,
24,40,54,,,,
24,40,55,258.0,44.0,11.0,8.0
24,40,56,217.0,41.0,5.0,2.0
24,40,57,267.0,42.0,9.0,6.0
24,40,58,,,,
24,40,59,,,,
24,40,60,,,,
24,40,61,,,,
24,40,62,,,,
24,40,63,,,,
24,40,64,,,,
24,40,65,,,,
24,40,66,,,,
24,40,67,256.0,58.0,11.0,4.0
24,40,68,254.0,42.0,2.0,3.0
24,40,69,270.0,36.0,7.0,9.0
24,40,70,,,,
24,40,71,,,,
24,40,72,,,,
24,40,73,,,,
24,40,74,,,,
24,40,75,,,,
24,40,76,,,,
24,40,77,,,,
24,40,78,,,,
24,40,79,281.0,55.0,6.0,4.0
24,40,80,279.0,37.0,18.0,16.0
24,40,81,294.0,55.0,16.0,11.0
24,40,82,,,,
24,40,83,,,,
24,40,84,,,,
24,40,85,,,,
24,40,86,,,,
24,40,87,,,,
24,40,88,,,,
24,40,89,,,,
24,40,90,,,,
24,40,91,303.0,36.0,7.0,3.0
24,40,92,231.0,28.0,7.0,3.0
24,40,93,205.0,14.0,4.0,3.0
24,40,94,,,,
24,40,95,,,,
24,40,96,,,,
24,40,97,,,,
24,40,98,,,,
24,40,99,,,,
24,40,100,,,,
24,40,101,,,,
24,40,102,,,,
24,40,103,270.0,67.0,12.0,12.0
24,40,104,318.0,49.0,8.0,5.0
24,40,105,354.0,50.0,16.0,5.0
24,40,106,,,,
24,40,107,,,,
24,40,108,,,,
24,40,109,,,,
24,40,110,,,,
24,40,111,,,,
24,40,112,,,,
24,40,113,,,,
24,40,114,,,,
24,40,115,303.0,46.0,6.0,1.0
24,40,116,306.0,64.0,7.0,4.0
24,40,117,304.0,64.0,10.0,1.0
24,40,118,,,,
